0,1,2,3,4,Systematic_name,Variant
PABA-UP,TDH3_promoter,Negative_control,DED1_terminator,PABA-DW,"(1, 3, 2, 6, 1)",50
PABA-UP,TDH3_promoter,Negative_control,gpdA_terminator,PABA-DW,"(1, 3, 2, 7, 1)",51
PABA-UP,TDH3_promoter,Negative_control,pkiA_terminator,PABA-DW,"(1, 3, 2, 8, 1)",52
PABA-UP,TDH3_promoter,Negative_control,mdhA_terminator,PABA-DW,"(1, 3, 2, 9, 1)",53
PABA-UP,ACT_promoter,dTomato,PKG1_terminator,PABA-DW,"(1, 4, 1, 1, 1)",54
PABA-UP,ACT_promoter,dTomato,ADH1_terminator,PABA-DW,"(1, 4, 1, 2, 1)",55
PABA-UP,ACT_promoter,dTomato,TDH3_terminator,PABA-DW,"(1, 4, 1, 3, 1)",56
PABA-UP,ACT_promoter,dTomato,ACT_terminator,PABA-DW,"(1, 4, 1, 4, 1)",57
PABA-UP,ACT_promoter,dTomato,TEF1_terminator,PABA-DW,"(1, 4, 1, 5, 1)",58
PABA-UP,ACT_promoter,dTomato,DED1_terminator,PABA-DW,"(1, 4, 1, 6, 1)",59
PABA-UP,ACT_promoter,dTomato,gpdA_terminator,PABA-DW,"(1, 4, 1, 7, 1)",60
PABA-UP,ACT_promoter,dTomato,pkiA_terminator,PABA-DW,"(1, 4, 1, 8, 1)",61
PABA-UP,ACT_promoter,dTomato,mdhA_terminator,PABA-DW,"(1, 4, 1, 9, 1)",62
PABA-UP,ACT_promoter,Negative_control,PKG1_terminator,PABA-DW,"(1, 4, 2, 1, 1)",63
PABA-UP,ACT_promoter,Negative_control,ADH1_terminator,PABA-DW,"(1, 4, 2, 2, 1)",64
PABA-UP,ACT_promoter,Negative_control,TDH3_terminator,PABA-DW,"(1, 4, 2, 3, 1)",65
PABA-UP,ACT_promoter,Negative_control,ACT_terminator,PABA-DW,"(1, 4, 2, 4, 1)",66
PABA-UP,ACT_promoter,Negative_control,TEF1_terminator,PABA-DW,"(1, 4, 2, 5, 1)",67
PABA-UP,ACT_promoter,Negative_control,DED1_terminator,PABA-DW,"(1, 4, 2, 6, 1)",68
PABA-UP,ACT_promoter,Negative_control,gpdA_terminator,PABA-DW,"(1, 4, 2, 7, 1)",69
PABA-UP,ACT_promoter,Negative_control,pkiA_terminator,PABA-DW,"(1, 4, 2, 8, 1)",70
PABA-UP,ACT_promoter,Negative_control,mdhA_terminator,PABA-DW,"(1, 4, 2, 9, 1)",71
PABA-UP,TEF1_promoter,dTomato,PKG1_terminator,PABA-DW,"(1, 5, 1, 1, 1)",72
PABA-UP,TEF1_promoter,dTomato,ADH1_terminator,PABA-DW,"(1, 5, 1, 2, 1)",73
PABA-UP,TEF1_promoter,dTomato,TDH3_terminator,PABA-DW,"(1, 5, 1, 3, 1)",74
PABA-UP,TEF1_promoter,dTomato,ACT_terminator,PABA-DW,"(1, 5, 1, 4, 1)",75
PABA-UP,TEF1_promoter,dTomato,TEF1_terminator,PABA-DW,"(1, 5, 1, 5, 1)",76
PABA-UP,TEF1_promoter,dTomato,DED1_terminator,PABA-DW,"(1, 5, 1, 6, 1)",77
PABA-UP,TEF1_promoter,dTomato,gpdA_terminator,PABA-DW,"(1, 5, 1, 7, 1)",78
PABA-UP,TEF1_promoter,dTomato,pkiA_terminator,PABA-DW,"(1, 5, 1, 8, 1)",79
PABA-UP,TEF1_promoter,dTomato,mdhA_terminator,PABA-DW,"(1, 5, 1, 9, 1)",80
PABA-UP,TEF1_promoter,Negative_control,PKG1_terminator,PABA-DW,"(1, 5, 2, 1, 1)",81
PABA-UP,TEF1_promoter,Negative_control,ADH1_terminator,PABA-DW,"(1, 5, 2, 2, 1)",82
PABA-UP,TEF1_promoter,Negative_control,TDH3_terminator,PABA-DW,"(1, 5, 2, 3, 1)",83
PABA-UP,TEF1_promoter,Negative_control,ACT_terminator,PABA-DW,"(1, 5, 2, 4, 1)",84
PABA-UP,TEF1_promoter,Negative_control,TEF1_terminator,PABA-DW,"(1, 5, 2, 5, 1)",85
PABA-UP,TEF1_promoter,Negative_control,DED1_terminator,PABA-DW,"(1, 5, 2, 6, 1)",86
PABA-UP,TEF1_promoter,Negative_control,gpdA_terminator,PABA-DW,"(1, 5, 2, 7, 1)",87
PABA-UP,TEF1_promoter,Negative_control,pkiA_terminator,PABA-DW,"(1, 5, 2, 8, 1)",88
PABA-UP,TEF1_promoter,Negative_control,mdhA_terminator,PABA-DW,"(1, 5, 2, 9, 1)",89
PABA-UP,DED1_promoter,dTomato,PKG1_terminator,PABA-DW,"(1, 6, 1, 1, 1)",90
PABA-UP,DED1_promoter,dTomato,ADH1_terminator,PABA-DW,"(1, 6, 1, 2, 1)",91
PABA-UP,DED1_promoter,dTomato,TDH3_terminator,PABA-DW,"(1, 6, 1, 3, 1)",92
PABA-UP,DED1_promoter,dTomato,ACT_terminator,PABA-DW,"(1, 6, 1, 4, 1)",93
PABA-UP,DED1_promoter,dTomato,TEF1_terminator,PABA-DW,"(1, 6, 1, 5, 1)",94
PABA-UP,DED1_promoter,dTomato,DED1_terminator,PABA-DW,"(1, 6, 1, 6, 1)",95
PABA-UP,DED1_promoter,dTomato,gpdA_terminator,PABA-DW,"(1, 6, 1, 7, 1)",96
PABA-UP,DED1_promoter,dTomato,pkiA_terminator,PABA-DW,"(1, 6, 1, 8, 1)",97
PABA-UP,DED1_promoter,dTomato,mdhA_terminator,PABA-DW,"(1, 6, 1, 9, 1)",98
PABA-UP,DED1_promoter,Negative_control,PKG1_terminator,PABA-DW,"(1, 6, 2, 1, 1)",99
PABA-UP,DED1_promoter,Negative_control,ADH1_terminator,PABA-DW,"(1, 6, 2, 2, 1)",100
PABA-UP,DED1_promoter,Negative_control,TDH3_terminator,PABA-DW,"(1, 6, 2, 3, 1)",101
PABA-UP,DED1_promoter,Negative_control,ACT_terminator,PABA-DW,"(1, 6, 2, 4, 1)",102
PABA-UP,DED1_promoter,Negative_control,TEF1_terminator,PABA-DW,"(1, 6, 2, 5, 1)",103
PABA-UP,DED1_promoter,Negative_control,DED1_terminator,PABA-DW,"(1, 6, 2, 6, 1)",104
PABA-UP,DED1_promoter,Negative_control,gpdA_terminator,PABA-DW,"(1, 6, 2, 7, 1)",105
PABA-UP,DED1_promoter,Negative_control,pkiA_terminator,PABA-DW,"(1, 6, 2, 8, 1)",106
PABA-UP,DED1_promoter,Negative_control,mdhA_terminator,PABA-DW,"(1, 6, 2, 9, 1)",107
PABA-UP,gpdA_promoter,dTomato,PKG1_terminator,PABA-DW,"(1, 7, 1, 1, 1)",108
PABA-UP,gpdA_promoter,dTomato,ADH1_terminator,PABA-DW,"(1, 7, 1, 2, 1)",109
PABA-UP,gpdA_promoter,dTomato,TDH3_terminator,PABA-DW,"(1, 7, 1, 3, 1)",110
PABA-UP,gpdA_promoter,dTomato,ACT_terminator,PABA-DW,"(1, 7, 1, 4, 1)",111
PABA-UP,gpdA_promoter,dTomato,TEF1_terminator,PABA-DW,"(1, 7, 1, 5, 1)",112
PABA-UP,gpdA_promoter,dTomato,DED1_terminator,PABA-DW,"(1, 7, 1, 6, 1)",113
PABA-UP,gpdA_promoter,dTomato,gpdA_terminator,PABA-DW,"(1, 7, 1, 7, 1)",114
PABA-UP,gpdA_promoter,dTomato,pkiA_terminator,PABA-DW,"(1, 7, 1, 8, 1)",115
PABA-UP,gpdA_promoter,dTomato,mdhA_terminator,PABA-DW,"(1, 7, 1, 9, 1)",116
PABA-UP,gpdA_promoter,Negative_control,PKG1_terminator,PABA-DW,"(1, 7, 2, 1, 1)",117
PABA-UP,gpdA_promoter,Negative_control,ADH1_terminator,PABA-DW,"(1, 7, 2, 2, 1)",118
PABA-UP,gpdA_promoter,Negative_control,TDH3_terminator,PABA-DW,"(1, 7, 2, 3, 1)",119
PABA-UP,gpdA_promoter,Negative_control,ACT_terminator,PABA-DW,"(1, 7, 2, 4, 1)",120
PABA-UP,gpdA_promoter,Negative_control,TEF1_terminator,PABA-DW,"(1, 7, 2, 5, 1)",121
PABA-UP,gpdA_promoter,Negative_control,DED1_terminator,PABA-DW,"(1, 7, 2, 6, 1)",122
PABA-UP,gpdA_promoter,Negative_control,gpdA_terminator,PABA-DW,"(1, 7, 2, 7, 1)",123
PABA-UP,gpdA_promoter,Negative_control,pkiA_terminator,PABA-DW,"(1, 7, 2, 8, 1)",124
PABA-UP,gpdA_promoter,Negative_control,mdhA_terminator,PABA-DW,"(1, 7, 2, 9, 1)",125
PABA-UP,pkiA_promoter,dTomato,PKG1_terminator,PABA-DW,"(1, 8, 1, 1, 1)",126
PABA-UP,pkiA_promoter,dTomato,ADH1_terminator,PABA-DW,"(1, 8, 1, 2, 1)",127
PABA-UP,pkiA_promoter,dTomato,TDH3_terminator,PABA-DW,"(1, 8, 1, 3, 1)",128
PABA-UP,pkiA_promoter,dTomato,ACT_terminator,PABA-DW,"(1, 8, 1, 4, 1)",129
PABA-UP,pkiA_promoter,dTomato,TEF1_terminator,PABA-DW,"(1, 8, 1, 5, 1)",130
PABA-UP,pkiA_promoter,dTomato,DED1_terminator,PABA-DW,"(1, 8, 1, 6, 1)",131
PABA-UP,pkiA_promoter,dTomato,gpdA_terminator,PABA-DW,"(1, 8, 1, 7, 1)",132
PABA-UP,pkiA_promoter,dTomato,pkiA_terminator,PABA-DW,"(1, 8, 1, 8, 1)",133
PABA-UP,pkiA_promoter,dTomato,mdhA_terminator,PABA-DW,"(1, 8, 1, 9, 1)",134
PABA-UP,pkiA_promoter,Negative_control,PKG1_terminator,PABA-DW,"(1, 8, 2, 1, 1)",135
PABA-UP,pkiA_promoter,Negative_control,ADH1_terminator,PABA-DW,"(1, 8, 2, 2, 1)",136
PABA-UP,pkiA_promoter,Negative_control,TDH3_terminator,PABA-DW,"(1, 8, 2, 3, 1)",137
PABA-UP,pkiA_promoter,Negative_control,ACT_terminator,PABA-DW,"(1, 8, 2, 4, 1)",138
PABA-UP,pkiA_promoter,Negative_control,TEF1_terminator,PABA-DW,"(1, 8, 2, 5, 1)",139
PABA-UP,pkiA_promoter,Negative_control,DED1_terminator,PABA-DW,"(1, 8, 2, 6, 1)",140
PABA-UP,pkiA_promoter,Negative_control,gpdA_terminator,PABA-DW,"(1, 8, 2, 7, 1)",141
PABA-UP,pkiA_promoter,Negative_control,pkiA_terminator,PABA-DW,"(1, 8, 2, 8, 1)",142
PABA-UP,pkiA_promoter,Negative_control,mdhA_terminator,PABA-DW,"(1, 8, 2, 9, 1)",143
PABA-UP,mdhA_promoter,dTomato,PKG1_terminator,PABA-DW,"(1, 9, 1, 1, 1)",144
PABA-UP,mdhA_promoter,dTomato,ADH1_terminator,PABA-DW,"(1, 9, 1, 2, 1)",145
PABA-UP,mdhA_promoter,dTomato,TDH3_terminator,PABA-DW,"(1, 9, 1, 3, 1)",146
PABA-UP,mdhA_promoter,dTomato,ACT_terminator,PABA-DW,"(1, 9, 1, 4, 1)",147
PABA-UP,mdhA_promoter,dTomato,TEF1_terminator,PABA-DW,"(1, 9, 1, 5, 1)",148
PABA-UP,mdhA_promoter,dTomato,DED1_terminator,PABA-DW,"(1, 9, 1, 6, 1)",149
PABA-UP,mdhA_promoter,dTomato,gpdA_terminator,PABA-DW,"(1, 9, 1, 7, 1)",150
PABA-UP,mdhA_promoter,dTomato,pkiA_terminator,PABA-DW,"(1, 9, 1, 8, 1)",151
PABA-UP,mdhA_promoter,dTomato,mdhA_terminator,PABA-DW,"(1, 9, 1, 9, 1)",152
PABA-UP,mdhA_promoter,Negative_control,PKG1_terminator,PABA-DW,"(1, 9, 2, 1, 1)",153
PABA-UP,mdhA_promoter,Negative_control,ADH1_terminator,PABA-DW,"(1, 9, 2, 2, 1)",154
PABA-UP,mdhA_promoter,Negative_control,TDH3_terminator,PABA-DW,"(1, 9, 2, 3, 1)",155
PABA-UP,mdhA_promoter,Negative_control,ACT_terminator,PABA-DW,"(1, 9, 2, 4, 1)",156
PABA-UP,mdhA_promoter,Negative_control,TEF1_terminator,PABA-DW,"(1, 9, 2, 5, 1)",157
PABA-UP,mdhA_promoter,Negative_control,DED1_terminator,PABA-DW,"(1, 9, 2, 6, 1)",158
PABA-UP,mdhA_promoter,Negative_control,gpdA_terminator,PABA-DW,"(1, 9, 2, 7, 1)",159
PABA-UP,mdhA_promoter,Negative_control,pkiA_terminator,PABA-DW,"(1, 9, 2, 8, 1)",160
PABA-UP,mdhA_promoter,Negative_control,mdhA_terminator,PABA-DW,"(1, 9, 2, 9, 1)",161
PABA-UP,synthetic_temp=0.50,dTomato,PKG1_terminator,PABA-DW,"(1, 10, 1, 1, 1)",162
PABA-UP,synthetic_temp=0.50,dTomato,ADH1_terminator,PABA-DW,"(1, 10, 1, 2, 1)",163
PABA-UP,synthetic_temp=0.50,dTomato,TDH3_terminator,PABA-DW,"(1, 10, 1, 3, 1)",164
PABA-UP,synthetic_temp=0.50,dTomato,ACT_terminator,PABA-DW,"(1, 10, 1, 4, 1)",165
PABA-UP,synthetic_temp=0.50,dTomato,TEF1_terminator,PABA-DW,"(1, 10, 1, 5, 1)",166
PABA-UP,synthetic_temp=0.50,dTomato,DED1_terminator,PABA-DW,"(1, 10, 1, 6, 1)",167
PABA-UP,synthetic_temp=0.50,dTomato,gpdA_terminator,PABA-DW,"(1, 10, 1, 7, 1)",168
PABA-UP,synthetic_temp=0.50,dTomato,pkiA_terminator,PABA-DW,"(1, 10, 1, 8, 1)",169
PABA-UP,synthetic_temp=0.50,dTomato,mdhA_terminator,PABA-DW,"(1, 10, 1, 9, 1)",170
PABA-UP,synthetic_temp=0.50,Negative_control,PKG1_terminator,PABA-DW,"(1, 10, 2, 1, 1)",171
PABA-UP,synthetic_temp=0.50,Negative_control,ADH1_terminator,PABA-DW,"(1, 10, 2, 2, 1)",172
PABA-UP,synthetic_temp=0.50,Negative_control,TDH3_terminator,PABA-DW,"(1, 10, 2, 3, 1)",173
PABA-UP,synthetic_temp=0.50,Negative_control,ACT_terminator,PABA-DW,"(1, 10, 2, 4, 1)",174
PABA-UP,synthetic_temp=0.50,Negative_control,TEF1_terminator,PABA-DW,"(1, 10, 2, 5, 1)",175
PABA-UP,synthetic_temp=0.50,Negative_control,DED1_terminator,PABA-DW,"(1, 10, 2, 6, 1)",176
PABA-UP,synthetic_temp=0.50,Negative_control,gpdA_terminator,PABA-DW,"(1, 10, 2, 7, 1)",177
PABA-UP,synthetic_temp=0.50,Negative_control,pkiA_terminator,PABA-DW,"(1, 10, 2, 8, 1)",178
PABA-UP,synthetic_temp=0.50,Negative_control,mdhA_terminator,PABA-DW,"(1, 10, 2, 9, 1)",179
PABA-UP,synthetic_temp=1.60,dTomato,PKG1_terminator,PABA-DW,"(1, 11, 1, 1, 1)",180
PABA-UP,synthetic_temp=1.60,dTomato,ADH1_terminator,PABA-DW,"(1, 11, 1, 2, 1)",181
PABA-UP,synthetic_temp=1.60,dTomato,TDH3_terminator,PABA-DW,"(1, 11, 1, 3, 1)",182
PABA-UP,synthetic_temp=1.60,dTomato,ACT_terminator,PABA-DW,"(1, 11, 1, 4, 1)",183
PABA-UP,synthetic_temp=1.60,dTomato,TEF1_terminator,PABA-DW,"(1, 11, 1, 5, 1)",184
PABA-UP,synthetic_temp=1.60,dTomato,DED1_terminator,PABA-DW,"(1, 11, 1, 6, 1)",185
PABA-UP,synthetic_temp=1.60,dTomato,gpdA_terminator,PABA-DW,"(1, 11, 1, 7, 1)",186
PABA-UP,synthetic_temp=1.60,dTomato,pkiA_terminator,PABA-DW,"(1, 11, 1, 8, 1)",187
PABA-UP,synthetic_temp=1.60,dTomato,mdhA_terminator,PABA-DW,"(1, 11, 1, 9, 1)",188
PABA-UP,synthetic_temp=1.60,Negative_control,PKG1_terminator,PABA-DW,"(1, 11, 2, 1, 1)",189
PABA-UP,synthetic_temp=1.60,Negative_control,ADH1_terminator,PABA-DW,"(1, 11, 2, 2, 1)",190
PABA-UP,synthetic_temp=1.60,Negative_control,TDH3_terminator,PABA-DW,"(1, 11, 2, 3, 1)",191
PABA-UP,synthetic_temp=1.60,Negative_control,ACT_terminator,PABA-DW,"(1, 11, 2, 4, 1)",192
PABA-UP,synthetic_temp=1.60,Negative_control,TEF1_terminator,PABA-DW,"(1, 11, 2, 5, 1)",193
PABA-UP,synthetic_temp=1.60,Negative_control,DED1_terminator,PABA-DW,"(1, 11, 2, 6, 1)",194
PABA-UP,synthetic_temp=1.60,Negative_control,gpdA_terminator,PABA-DW,"(1, 11, 2, 7, 1)",195
PABA-UP,synthetic_temp=1.60,Negative_control,pkiA_terminator,PABA-DW,"(1, 11, 2, 8, 1)",196
PABA-UP,synthetic_temp=1.60,Negative_control,mdhA_terminator,PABA-DW,"(1, 11, 2, 9, 1)",197
PABA-UP,synthetic_temp=1.80,dTomato,PKG1_terminator,PABA-DW,"(1, 12, 1, 1, 1)",198
PABA-UP,synthetic_temp=1.80,dTomato,ADH1_terminator,PABA-DW,"(1, 12, 1, 2, 1)",199
PABA-UP,synthetic_temp=1.80,dTomato,TDH3_terminator,PABA-DW,"(1, 12, 1, 3, 1)",200
PABA-UP,synthetic_temp=1.80,dTomato,ACT_terminator,PABA-DW,"(1, 12, 1, 4, 1)",201
PABA-UP,synthetic_temp=1.80,dTomato,TEF1_terminator,PABA-DW,"(1, 12, 1, 5, 1)",202
PABA-UP,synthetic_temp=1.80,dTomato,DED1_terminator,PABA-DW,"(1, 12, 1, 6, 1)",203
PABA-UP,synthetic_temp=1.80,dTomato,gpdA_terminator,PABA-DW,"(1, 12, 1, 7, 1)",204
PABA-UP,synthetic_temp=1.80,dTomato,pkiA_terminator,PABA-DW,"(1, 12, 1, 8, 1)",205
PABA-UP,synthetic_temp=1.80,dTomato,mdhA_terminator,PABA-DW,"(1, 12, 1, 9, 1)",206
PABA-UP,synthetic_temp=1.80,Negative_control,PKG1_terminator,PABA-DW,"(1, 12, 2, 1, 1)",207
PABA-UP,synthetic_temp=1.80,Negative_control,ADH1_terminator,PABA-DW,"(1, 12, 2, 2, 1)",208
PABA-UP,synthetic_temp=1.80,Negative_control,TDH3_terminator,PABA-DW,"(1, 12, 2, 3, 1)",209
PABA-UP,synthetic_temp=1.80,Negative_control,ACT_terminator,PABA-DW,"(1, 12, 2, 4, 1)",210
PABA-UP,synthetic_temp=1.80,Negative_control,TEF1_terminator,PABA-DW,"(1, 12, 2, 5, 1)",211
PABA-UP,synthetic_temp=1.80,Negative_control,DED1_terminator,PABA-DW,"(1, 12, 2, 6, 1)",212
PABA-UP,synthetic_temp=1.80,Negative_control,gpdA_terminator,PABA-DW,"(1, 12, 2, 7, 1)",213
PABA-UP,synthetic_temp=1.80,Negative_control,pkiA_terminator,PABA-DW,"(1, 12, 2, 8, 1)",214
PABA-UP,synthetic_temp=1.80,Negative_control,mdhA_terminator,PABA-DW,"(1, 12, 2, 9, 1)",215
PABA-UP,synthetic_temp=2.50,dTomato,PKG1_terminator,PABA-DW,"(1, 13, 1, 1, 1)",216
PABA-UP,synthetic_temp=2.50,dTomato,ADH1_terminator,PABA-DW,"(1, 13, 1, 2, 1)",217
PABA-UP,synthetic_temp=2.50,dTomato,TDH3_terminator,PABA-DW,"(1, 13, 1, 3, 1)",218
PABA-UP,synthetic_temp=2.50,dTomato,ACT_terminator,PABA-DW,"(1, 13, 1, 4, 1)",219
PABA-UP,synthetic_temp=2.50,dTomato,TEF1_terminator,PABA-DW,"(1, 13, 1, 5, 1)",220
PABA-UP,synthetic_temp=2.50,dTomato,DED1_terminator,PABA-DW,"(1, 13, 1, 6, 1)",221
PABA-UP,synthetic_temp=2.50,dTomato,gpdA_terminator,PABA-DW,"(1, 13, 1, 7, 1)",222
PABA-UP,synthetic_temp=2.50,dTomato,pkiA_terminator,PABA-DW,"(1, 13, 1, 8, 1)",223
PABA-UP,synthetic_temp=2.50,dTomato,mdhA_terminator,PABA-DW,"(1, 13, 1, 9, 1)",224
PABA-UP,synthetic_temp=2.50,Negative_control,PKG1_terminator,PABA-DW,"(1, 13, 2, 1, 1)",225
PABA-UP,synthetic_temp=2.50,Negative_control,ADH1_terminator,PABA-DW,"(1, 13, 2, 2, 1)",226
PABA-UP,synthetic_temp=2.50,Negative_control,TDH3_terminator,PABA-DW,"(1, 13, 2, 3, 1)",227
PABA-UP,synthetic_temp=2.50,Negative_control,ACT_terminator,PABA-DW,"(1, 13, 2, 4, 1)",228
PABA-UP,synthetic_temp=2.50,Negative_control,TEF1_terminator,PABA-DW,"(1, 13, 2, 5, 1)",229
PABA-UP,synthetic_temp=2.50,Negative_control,DED1_terminator,PABA-DW,"(1, 13, 2, 6, 1)",230
PABA-UP,synthetic_temp=2.50,Negative_control,gpdA_terminator,PABA-DW,"(1, 13, 2, 7, 1)",231
PABA-UP,synthetic_temp=2.50,Negative_control,pkiA_terminator,PABA-DW,"(1, 13, 2, 8, 1)",232
PABA-UP,synthetic_temp=2.50,Negative_control,mdhA_terminator,PABA-DW,"(1, 13, 2, 9, 1)",233
PABA-UP,synthetic_temp=3.00,dTomato,PKG1_terminator,PABA-DW,"(1, 14, 1, 1, 1)",234
PABA-UP,synthetic_temp=3.00,dTomato,ADH1_terminator,PABA-DW,"(1, 14, 1, 2, 1)",235
PABA-UP,synthetic_temp=3.00,dTomato,TDH3_terminator,PABA-DW,"(1, 14, 1, 3, 1)",236
PABA-UP,synthetic_temp=3.00,dTomato,ACT_terminator,PABA-DW,"(1, 14, 1, 4, 1)",237
PABA-UP,synthetic_temp=3.00,dTomato,TEF1_terminator,PABA-DW,"(1, 14, 1, 5, 1)",238
PABA-UP,synthetic_temp=3.00,dTomato,DED1_terminator,PABA-DW,"(1, 14, 1, 6, 1)",239
PABA-UP,synthetic_temp=3.00,dTomato,gpdA_terminator,PABA-DW,"(1, 14, 1, 7, 1)",240
PABA-UP,synthetic_temp=3.00,dTomato,pkiA_terminator,PABA-DW,"(1, 14, 1, 8, 1)",241
PABA-UP,synthetic_temp=3.00,dTomato,mdhA_terminator,PABA-DW,"(1, 14, 1, 9, 1)",242
PABA-UP,synthetic_temp=3.00,Negative_control,PKG1_terminator,PABA-DW,"(1, 14, 2, 1, 1)",243
