0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Systematic_name,Variant
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,PKG1,pfa2,ADH1_T,ADH1,pfa3,PKG1_T,ADH1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1)",26
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,PKG1,pfa2,ADH1_T,ADH1,pfa3,PKG1_T,ADH1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1)",27
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,PKG1,pfa2,ADH1_T,ADH1,pfa3,ADH1_T,PKG1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1)",28
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,PKG1,pfa2,ADH1_T,ADH1,pfa3,ADH1_T,PKG1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1)",29
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,PKG1,pfa2,ADH1_T,ADH1,pfa3,ADH1_T,ADH1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1)",30
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,PKG1,pfa2,ADH1_T,ADH1,pfa3,ADH1_T,ADH1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 1)",31
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,PKG1_T,PKG1,pfa3,PKG1_T,PKG1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",32
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,PKG1_T,PKG1,pfa3,PKG1_T,PKG1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1)",33
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,PKG1_T,PKG1,pfa3,PKG1_T,ADH1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1)",34
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,PKG1_T,PKG1,pfa3,PKG1_T,ADH1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1)",35
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,PKG1_T,PKG1,pfa3,ADH1_T,PKG1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1)",36
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,PKG1_T,PKG1,pfa3,ADH1_T,PKG1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1)",37
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,PKG1_T,PKG1,pfa3,ADH1_T,ADH1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1)",38
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,PKG1_T,PKG1,pfa3,ADH1_T,ADH1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1)",39
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,PKG1_T,ADH1,pfa3,PKG1_T,PKG1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1)",40
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,PKG1_T,ADH1,pfa3,PKG1_T,PKG1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1)",41
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,PKG1_T,ADH1,pfa3,PKG1_T,ADH1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1)",42
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,PKG1_T,ADH1,pfa3,PKG1_T,ADH1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1)",43
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,PKG1_T,ADH1,pfa3,ADH1_T,PKG1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1)",44
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,PKG1_T,ADH1,pfa3,ADH1_T,PKG1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1)",45
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,PKG1_T,ADH1,pfa3,ADH1_T,ADH1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1)",46
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,PKG1_T,ADH1,pfa3,ADH1_T,ADH1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 1)",47
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,ADH1_T,PKG1,pfa3,PKG1_T,PKG1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",48
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,ADH1_T,PKG1,pfa3,PKG1_T,PKG1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1)",49
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,ADH1_T,PKG1,pfa3,PKG1_T,ADH1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1)",50
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,ADH1_T,PKG1,pfa3,PKG1_T,ADH1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1)",51
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,ADH1_T,PKG1,pfa3,ADH1_T,PKG1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1)",52
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,ADH1_T,PKG1,pfa3,ADH1_T,PKG1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1)",53
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,ADH1_T,PKG1,pfa3,ADH1_T,ADH1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1)",54
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,ADH1_T,PKG1,pfa3,ADH1_T,ADH1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 1)",55
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,ADH1_T,ADH1,pfa3,PKG1_T,PKG1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",56
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,ADH1_T,ADH1,pfa3,PKG1_T,PKG1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1)",57
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,ADH1_T,ADH1,pfa3,PKG1_T,ADH1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1)",58
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,ADH1_T,ADH1,pfa3,PKG1_T,ADH1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1)",59
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,ADH1_T,ADH1,pfa3,ADH1_T,PKG1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1)",60
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,ADH1_T,ADH1,pfa3,ADH1_T,PKG1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1)",61
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,ADH1_T,ADH1,pfa3,ADH1_T,ADH1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1)",62
HR_DW,PABA-UP,PKG1,pfa1,PKG1_T,ADH1,pfa2,ADH1_T,ADH1,pfa3,ADH1_T,ADH1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 1)",63
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,PKG1_T,PKG1,pfa3,PKG1_T,PKG1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",64
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,PKG1_T,PKG1,pfa3,PKG1_T,PKG1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1)",65
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,PKG1_T,PKG1,pfa3,PKG1_T,ADH1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1)",66
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,PKG1_T,PKG1,pfa3,PKG1_T,ADH1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1)",67
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,PKG1_T,PKG1,pfa3,ADH1_T,PKG1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1)",68
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,PKG1_T,PKG1,pfa3,ADH1_T,PKG1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1)",69
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,PKG1_T,PKG1,pfa3,ADH1_T,ADH1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1)",70
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,PKG1_T,PKG1,pfa3,ADH1_T,ADH1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1)",71
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,PKG1_T,ADH1,pfa3,PKG1_T,PKG1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1)",72
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,PKG1_T,ADH1,pfa3,PKG1_T,PKG1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1)",73
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,PKG1_T,ADH1,pfa3,PKG1_T,ADH1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1)",74
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,PKG1_T,ADH1,pfa3,PKG1_T,ADH1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1)",75
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,PKG1_T,ADH1,pfa3,ADH1_T,PKG1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1)",76
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,PKG1_T,ADH1,pfa3,ADH1_T,PKG1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1)",77
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,PKG1_T,ADH1,pfa3,ADH1_T,ADH1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1)",78
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,PKG1_T,ADH1,pfa3,ADH1_T,ADH1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 1)",79
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,ADH1_T,PKG1,pfa3,PKG1_T,PKG1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",80
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,ADH1_T,PKG1,pfa3,PKG1_T,PKG1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1)",81
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,ADH1_T,PKG1,pfa3,PKG1_T,ADH1,PPtase_BBa_K5300011,PKG1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1)",82
HR_DW,PABA-UP,PKG1,pfa1,ADH1_T,PKG1,pfa2,ADH1_T,PKG1,pfa3,PKG1_T,ADH1,PPtase_BBa_K5300011,ADH1_T,Hygromycin,PABA-DW,HR_UP,"(1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1)",83
